selection1_name,selection1_url,selection1_Sypnosis,selection1_PosterImg,selection1_PosterImg_url
Mo Dao Zu Shi 2nd Season,https://myanimelist.net/anime/38450/Mo_Dao_Zu_Shi_2nd_Season,"Continuing his masquerade as the deranged lunatic from the Lanling Jin Clan, Wei Wuxian resides in the Cloud Recesses while his former cultivation classmate, Lan Wangji, searches for answers about the demonic severed arm they have in custody. With an overwhelming dark energy emanating from the arm, the two are forced to work together in order to keep it contained. However, the demonic arm is not the only dark force lurking in the region, and as spiritual tensions rise in the mountains of the Gusu Lan Clan, it is up to the two of them to try and restore the natural order.
The story of Wei Wuxian's fall from grace continues as more light is shed on his descent into the path of demonic cultivation. The demonic arm only further strains his mischievous spirit. This is the time for him to prove that he has truly broken free from the forbidden path and is not the maniacal sorcerer that everyone remembers him to be.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1404/106707.jpg,https://myanimelist.net/anime/38450/Mo_Dao_Zu_Shi_2nd_Season/pics
Natsume Yuujinchou Movie: Utsusemi ni Musubu,https://myanimelist.net/anime/36538/Natsume_Yuujinchou_Movie__Utsusemi_ni_Musubu,"Ever since he was little, Takashi Natsume has been able to see what others could not, namely monstrous spirits known as Yokai. Natsume's late grandmother, Reiko, would challenge Yokai to contests and the ones that lost had to sign a contract with her, binding their names to her ""Yujin-cho."" Ever since Natsume has inherited the book, together with Nyanko Sensei, his self-proclaimed bodyguard, he spends his days trying to return the names within the book to their owners.
Natsume has been busy, navigating between humans and Yokai when he coincidentally reunites with an old classmate, Yuki. It brings back painful memories of a certain Yokai. Meanwhile, Natsume also became acquainted with Yorie Tsumura, a woman in the memories of a Yokai whose name he had returned. Yorie knew much about Reiko, but now lived a peaceful life with her only son, Mukuo. Being with this family was comforting for Natsume, but apparently a mysterious Yokai has been lurking in their town.
On the way back from investigating, a ""Yokai seed"" that had latched itself to Nyanko Sensei drops into the Fujiwaras' garden and grows overnight into a fruit tree. When Nyanko Sensei eats a fruit that is somehow shaped like himself, he suddenly splits into three!
(Source: Aniplex USA)",https://cdn.myanimelist.net/images/anime/1250/94846.jpg,https://myanimelist.net/anime/36538/Natsume_Yuujinchou_Movie__Utsusemi_ni_Musubu/pics
Natsume Yuujinchou Roku Specials,https://myanimelist.net/anime/36275/Natsume_Yuujinchou_Roku_Specials,New unaired episodes included in 4th and 5th DVD volumes of Natsume Yuujinchou Roku.,https://cdn.myanimelist.net/images/anime/10/87615.jpg,https://myanimelist.net/anime/36275/Natsume_Yuujinchou_Roku_Specials/pics
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai,"The rare and inexplicable Puberty Syndrome is thought of as a myth. It is a rare disease which only affects teenagers, and its symptoms are so supernatural that hardly anyone recognizes it as a legitimate occurrence. However, high school student Sakuta Azusagawa knows from personal experience that it is very much real, and happens to be quite prevalent in his school.
Mai Sakurajima is a third-year high school student who gained fame in her youth as a child actress, but recently halted her promising career for reasons unknown to the public. With an air of unapproachability, she is well known throughout the school, but none dare interact with her—that is until Sakuta sees her wandering the library in a bunny girl costume. Despite the getup, no one seems to notice her, and after confronting her, he realizes that she is another victim of Puberty Syndrome. As Sakuta tries to help Mai through her predicament, his actions bring him into contact with more girls afflicted with the elusive disease.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1301/93586.jpg,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai/pics
Psycho-Pass,https://myanimelist.net/anime/13601/Psycho-Pass,"Justice, and the enforcement of it, has changed. In the 22nd century, Japan enforces the Sibyl System, an objective means of determining the threat level of each citizen by examining their mental state for signs of criminal intent, known as their Psycho-Pass. Inspectors uphold the law by subjugating, often with lethal force, anyone harboring the slightest ill-will; alongside them are Enforcers, jaded Inspectors that have become latent criminals, granted relative freedom in exchange for carrying out the Inspectors' dirty work.
Into this world steps Akane Tsunemori, a young woman with an honest desire to uphold justice. However, as she works alongside veteran Enforcer Shinya Kougami, she soon learns that the Sibyl System's judgments are not as perfect as her fellow Inspectors assume. With everything she has known turned on its head, Akane wrestles with the question of what justice truly is, and whether it can be upheld through the use of a system that may already be corrupt.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/5/43399.jpg,https://myanimelist.net/anime/13601/Psycho-Pass/pics
Grand Blue,https://myanimelist.net/anime/37105/Grand_Blue,"Iori Kitahara moves to the coastal town of Izu for his freshman year at its university, taking residence above Grand Blue, his uncle's scuba diving shop. Iori has high hopes and dreams about having the ideal college experience, but when he enters the shop he is sucked into the alcoholic activities of the carefree members of the Diving Club who frequent the place. Persuaded by upperclassmen Shinji Tokita and Ryuujirou Kotobuki, Iori reluctantly joins their bizarre party. His cousin Chisa Kotegawa later walks in and catches him in the act, earning Iori her utter disdain.
Based on Kenji Inoue and Kimitake Yoshioka's popular comedy manga, Grand Blue follows Iori's misadventures with his eccentric new friends as he strives to realize his ideal college dream, while also learning how to scuba dive.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1302/94882.jpg,https://myanimelist.net/anime/37105/Grand_Blue/pics
Kuroko no Basket 3rd Season,https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season,"Following their triumph against Yousen High, Seirin's basketball team has reached the semifinals of the Winter Cup along with Kaijou, Rakuzan, and Shuutoku. Each of these teams possesses a member of the Generation of Miracles, and Seirin prepares to face the largest obstacles on their path to winning the Winter Cup.
In the final season of Kuroko no Basket, Kuroko goes head-to-head with his old teammates once more as he attempts to show them that individual skill is not the only way to play basketball. His firm belief that his form of basketball, team play, is the right way to play the sport will clash with the talents of a perfect copy and an absolute authority.
While Kuroko tries to prove that his basketball is ""right,"" he and the rest of Seirin High ultimately have one goal: to win the Winter Cup and overcome the strength of the Generation of Miracles, who have long dominated the scene of middle and high school basketball.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/4/68299.jpg,https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season/pics
Cowboy Bebop: Tengoku no Tobira,https://myanimelist.net/anime/5/Cowboy_Bebop__Tengoku_no_Tobira,"Another day, another bounty—such is the life of the often unlucky crew of the Bebop. However, this routine is interrupted when Faye, who is chasing a fairly worthless target on Mars, witnesses an oil tanker suddenly explode, causing mass hysteria. As casualties mount due to a strange disease spreading through the smoke from the blast, a whopping three hundred million woolong price is placed on the head of the supposed perpetrator.
With lives at stake and a solution to their money problems in sight, the Bebop crew springs into action. Spike, Jet, Faye, and Edward, followed closely by Ein, split up to pursue different leads across Alba City. Through their individual investigations, they discover a cover-up scheme involving a pharmaceutical company, revealing a plot that reaches much further than the ragtag team of bounty hunters could have realized.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1439/93480.jpg,https://myanimelist.net/anime/5/Cowboy_Bebop__Tengoku_no_Tobira/pics
Dr. Stone,https://myanimelist.net/anime/38691/Dr_Stone,"After five years of harboring unspoken feelings, high-schooler Taiju Ooki is finally ready to confess his love to Yuzuriha Ogawa. Just when Taiju begins his confession however, a blinding green light strikes the Earth and petrifies mankind around the world—turning every single human into stone.
Several millennia later, Taiju awakens to find the modern world completely nonexistent, as nature has flourished in the years humanity stood still. Among a stone world of statues, Taiju encounters one other living human: his science-loving friend Senkuu, who has been active for a few months. Taiju learns that Senkuu has developed a grand scheme—to launch the complete revival of civilization with science. Taiju's brawn and Senkuu's brains combine to forge a formidable partnership, and they soon uncover a method to revive those petrified.
However, Senkuu's master plan is threatened when his ideologies are challenged by those who awaken. All the while, the reason for mankind's petrification remains unknown.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1613/102576.jpg,https://myanimelist.net/anime/38691/Dr_Stone/pics
Mahou Shoujo Madoka★Magica,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka%E2%98%85Magica,"Madoka Kaname and Sayaka Miki are regular middle school girls with regular lives, but all that changes when they encounter Kyuubey, a cat-like magical familiar, and Homura Akemi, the new transfer student.
Kyuubey offers them a proposition: he will grant any one of their wishes and in exchange, they will each become a magical girl, gaining enough power to fulfill their dreams. However, Homura Akemi, a magical girl herself, urges them not to accept the offer, stating that everything is not what it seems.
A story of hope, despair, and friendship, Mahou Shoujo Madoka★Magica deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/11/55225.jpg,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka%E2%98%85Magica/pics
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,https://myanimelist.net/anime/11979/Mahou_Shoujo_Madoka%E2%98%85Magica_Movie_2__Eien_no_Monogatari,"Though Sayaka Miki's wish was fulfilled, the unforeseen consequences that came with it overwhelm her, causing her soul gem to become tainted as she succumbs to despair and eventually loses her humanity. Homura Akemi reveals to Kyouko Sakura and Madoka Kaname the ultimate fate of magical girls: once their soul gem becomes tainted, it transforms into a Grief Seed, and they are reborn as witches—a truth Homura learned only through repeating history countless times in a bid to prevent Madoka's tragedy.
Kyuubey only compounds their despair when he confesses his true intentions: to harness the energy created from magical girls and use it to prolong the life of the universe. As the threat of Walpurgisnacht, a powerful witch, looms overhead, Homura once again vows to protect Madoka and the world from a grim fate.
Caught between honoring Homura's wish and saving the world, which one will Madoka choose in the end?
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari is a story of inescapable destiny, and an unlikely hero who could change it all.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/42265.jpg,https://myanimelist.net/anime/11979/Mahou_Shoujo_Madoka%E2%98%85Magica_Movie_2__Eien_no_Monogatari/pics
Major S6,https://myanimelist.net/anime/7655/Major_S6,"The intense Baseball World Cup has reached its conclusion. Gorou Honda has regained his passion for baseball and is once again back in full gear. He has secured a team position with the Hornets and has travelled back to America to prepare for his spectacular debut as a Major League pitcher.
However, Gorou encounters a sudden series of unexpected issues and devastating events follow, crushing his motivation and potentially reducing the baseball career that he has worked tirelessly to maintain into crumbs. In the final season of Major, Gorou must yet again overcome immense hardship in order to save his baseball career. This time there is no simple solution, as the problem is deeply rooted within his own mind...
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/75216.jpg,https://myanimelist.net/anime/7655/Major_S6/pics
Shingeki no Kyojin Season 2,https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2,"For centuries, humanity has been hunted by giant, mysterious predators known as the Titans. Three mighty walls—Wall Maria, Rose, and Sheena—provided peace and protection for humanity for over a hundred years. That peace, however, was shattered when the Colossus Titan and Armored Titan appeared and destroyed the outermost wall, Wall Maria. Forced to retreat behind Wall Rose, humanity waited with bated breath for the Titans to reappear and destroy their safe haven once more.
In Shingeki no Kyojin Season 2, Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose—but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/4/84177.jpg,https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2/pics
Shokugeki no Souma,https://myanimelist.net/anime/28171/Shokugeki_no_Souma,"Ever since he was a child, fifteen-year-old Souma Yukihira has helped his father by working as the sous chef in the restaurant his father runs and owns. Throughout the years, Souma developed a passion for entertaining his customers with his creative, skilled, and daring culinary creations. His dream is to someday own his family's restaurant as its head chef.
Yet when his father suddenly decides to close the restaurant to test his cooking abilities in restaurants around the world, he sends Souma to Tootsuki Culinary Academy, an elite cooking school where only 10 percent of the students graduate. The institution is famous for its ""Shokugeki"" or ""food wars,"" where students face off in intense, high-stakes cooking showdowns.
As Souma and his new schoolmates struggle to survive the extreme lifestyle of Tootsuki, more and greater challenges await him, putting his years of learning under his father to the test.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/3/72943.jpg,https://myanimelist.net/anime/28171/Shokugeki_no_Souma/pics
Uchuu Senkan Yamato 2199,https://myanimelist.net/anime/12029/Uchuu_Senkan_Yamato_2199,"In the year 2199, Earth faces its greatest crisis. Due to unrelenting bombings by the alien race known as ""Gamilas,"" the planet can no longer sustain its inhabitants. In exactly one year, humanity is set to become extinct.
In desperation, the people of Earth establish the Earth Defense Force, their last defense against the power-hungry Gamilas Empire. However, humanity finds a glimmer of hope after receiving a message from the mysterious planet Iscandar, which offers them a device that would restore Earth to its former glory. With salvation in sight, the Earth Defense Force calls on the prolific Space Battleship Yamato and swiftly assembles a crew to make the 168,000 light-year trek to Iscandar and receive their aid.
Among the crew are young officers Susumu Kodai and Daisuke Shima, along with several other newly promoted leaders, all under the command of the distinguished Captain Juuzou Okita. Forced to learn how to handle the ship's innovative technology while dealing with the onslaught of Gamilas fleets, the inexperienced cast of Uchuu Senkan Yamato 2199 must summon every inch of their resolve to survive the many hardships aboard the Yamato and complete their mission: to save humanity before it's too late.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/36607.jpg,https://myanimelist.net/anime/12029/Uchuu_Senkan_Yamato_2199/pics
Zoku Owarimonogatari,https://myanimelist.net/anime/36999/Zoku_Owarimonogatari,"Graduation day is finally here, marking the end of Koyomi Araragi's eccentric high school life full of peculiar relationships with otherworldly beings.
However, Araragi is unexpectedly absorbed into his own bathroom mirror and trapped inside a bizarre world where everything he knows is completely reversed—the haughty Karen Araragi is shorter than usual, poker-faced Yotsugi Ononoki is brimming with emotion, and cute ghost girl Mayoi Hachikuji is a grown woman! But not everything is as it seems.
Zoku Owarimonogatari details the story of Araragi's endeavors in this new world as he struggles to return to his home and understand the nature of this bizarre dimension.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1022/96168.jpg,https://myanimelist.net/anime/36999/Zoku_Owarimonogatari/pics
Ookami to Koushinryou II,https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II,"Traveling merchant Kraft Lawrence continues his northward journey with wolf goddess Holo, in search of her lost home of Yoitsu. Lawrence and his sharp-witted partner continue to make some small profits along the way, while slowly uncovering more information about Holo's hometown. However, the road to Yoitsu is a bumpy one filled with many troubles—Lawrence runs into a charming young fellow merchant who has his eyes set on the female wolf companion, and he begins to doubt if Holo will remain by his side; he and the goddess will also have to consider precarious and risky business deals as Lawrence strives to achieve his dream of becoming a shopowner. All the while, with his determination tested at every turn during his journey, Lawrence must question his relationship with Holo, take on business ventures, and ask himself whether it is time for him and Holo to go their separate ways.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/59399.jpg,https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II/pics
Romeo no Aoi Sora,https://myanimelist.net/anime/2559/Romeo_no_Aoi_Sora,"Romeo is a kindhearted and courageous boy living with his family in a small village in Switzerland. Unfortunately, Romeo becomes the interest of a man named Luini, known as ""The God of Death,"" who is infamous for buying children and selling them as chimney sweeps in Milan. While visiting the village, Luini burns down Romeo's family cornfield in an attempt to have Romeo as his own. With the cornfield gone and his father sustaining a head injury trying to put out the fire, Romeo bravely sells himself to the God of Death in order to help his family afford a doctor.
On his way to Milan, Romeo meets a boy named Alfredo Martini and they quickly become friends. Just as Alfredo is sold to a different master, the two boys swear eternal friendship and vow to meet again. As a chimney sweep, Romeo faces many hardships and abuse, especially from his master's family and a gang known as the Wolf Pack. But after reuniting with Alfredo, the two form a fraternity of chimney sweeps called ""The Black Brothers,"" who will learn to fight against the Wolf Pack and help each other in times of need.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/4/17979.jpg,https://myanimelist.net/anime/2559/Romeo_no_Aoi_Sora/pics
Sakamichi no Apollon,https://myanimelist.net/anime/12531/Sakamichi_no_Apollon,"Introverted classical pianist and top student Kaoru Nishimi has just arrived in Kyushu for his first year of high school. Having constantly moved from place to place since his childhood, he abandons all hope of fitting in, preparing himself for another lonely, meaningless year. That is, until he encounters the notorious delinquent Sentarou Kawabuchi.
Sentarou's immeasurable love for jazz music inspires Kaoru to learn more about the genre, and as a result, he slowly starts to break out of his shell, making his very first friend. Kaoru begins playing the piano at after-school jazz sessions, located in the basement of fellow student Ritsuko Mukae's family-owned record shop. As he discovers the immense joy of using his musical talents to bring enjoyment to himself and others, Kaoru's summer might just crescendo into one that he will remember forever.
Sakamichi no Apollon is a heartwarming story of friendship, music, and love that follows three unique individuals brought together by their mutual appreciation for jazz.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/12/79781.jpg,https://myanimelist.net/anime/12531/Sakamichi_no_Apollon/pics
Shinsekai yori,https://myanimelist.net/anime/13125/Shinsekai_yori,"In the town of Kamisu 66, 12-year-old Saki Watanabe has just awakened to her psychic powers and is relieved to rejoin her friends—the mischievous Satoru Asahina, the shy Mamoru Itou, the cheerful Maria Akizuki, and Shun Aonuma, a mysterious boy whom Saki admires—at Sage Academy, a special school for psychics. However, unease looms as Saki begins to question the fate of those unable to awaken to their powers, and the children begin to get involved with secretive matters such as the rumored Tainted Cats said to abduct children.
Shinsekai yori tells the unique coming-of-age story of Saki and her friends as they journey to grow into their roles in the supposed utopia. Accepting these roles, however, might not come easy when faced with the dark and shocking truths of society, and the impending havoc born from the new world.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/12/36775.jpg,https://myanimelist.net/anime/13125/Shinsekai_yori/pics
Shirobako,https://myanimelist.net/anime/25835/Shirobako,"It all started in Kaminoyama High School, when five best friends—Aoi Miyamori, Ema Yasuhara, Midori Imai, Shizuka Sakaki, and Misa Toudou—discovered their collective love for all things anime and formed the animation club. After making their first amateur anime together and showcasing it at the culture festival, the group vow to pursue careers in the industry, aiming to one day work together and create their own mainstream show.
Two and a half years later, Aoi and Ema have managed to land jobs at the illustrious Musashino Animation production company. The others, however, are finding it difficult to get their dream jobs. Shizuka is feeling the weight of not being recognized as a capable voice actor, Misa has a secure yet unsatisfying career designing 3D models for a car company, and Midori is a university student intent on pursuing her dream as a story writer. These five girls will learn that the path to success is one with many diversions, but dreams can still be achieved through perseverance and a touch of eccentric creativity.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1918/93511.jpg,https://myanimelist.net/anime/25835/Shirobako/pics
Bakemono no Ko,https://myanimelist.net/anime/28805/Bakemono_no_Ko,"Two souls, living very different lives, wander alone and isolated in their respective worlds. For nine-year-old Ren, the last person who treated him with any form of kindness has been killed and he is shunned by what is left of his family. With no parents, no real family, and no place to go, Ren escapes into the confusing streets and alleyways of Shibuya. Through the twists and turns of the alleys, Ren stumbles into the intimidating Kumatetsu, who leads him to the beast realm of Shibuten.
For Kumatetsu, the boy represents a chance for him to become a candidate to replace the Lord of the realm once he retires. While nearly unmatched in combat, Kumatetsu's chilly persona leaves him with no disciples to teach and no way to prove he is worthy of becoming the Lord's successor.
While the two share different goals, they agree to help each other in order to reach them. Kumatetsu searches for recognition; Ren, now known as Kyuuta, searches for the home he never had. As the years pass by, it starts to become apparent that the two are helping each other in more ways than they had originally thought. Perhaps there has always been less of a difference between them, a boy and a beast, than either of the two ever realized.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/11/73540.jpg,https://myanimelist.net/anime/28805/Bakemono_no_Ko/pics
Katanagatari,https://myanimelist.net/anime/6594/Katanagatari,"In an Edo-era Japan lush with a variety of sword-fighting styles, Shichika Yasuri practices the most unique one: Kyotouryuu, a technique in which the user's own body is wielded as a blade. The enigmatic seventh head of the Kyotouryuu school, Shichika lives quietly in exile with his sister Nanami until one day—the wildly ambitious strategist Togame barges into their lives.
Togame brazenly requests that Shichika help in her mission to collect twelve unique swords, known as the ""Deviant Blades,"" for the shogunate. Shichika accepts, interested in the girl herself rather than petty politics, and thus sets out on a journey. Standing in their way are the fierce wielders of these legendary weapons as well as other power-hungry entities who seek to thwart Togame's objective. In order to prevail against their enemies, the duo must become an unbreakable team as they forge ahead on a path of uncertainty and peril.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/50023.jpg,https://myanimelist.net/anime/6594/Katanagatari/pics
Major: World Series,https://myanimelist.net/anime/11917/Major__World_Series,"Gorou Shigeno's journey with the Indiana Hornets continues as they seek to win the prestigious World Series. However, after an unexpected accident during the match with his fated rival, his quest in becoming the world's best becomes more challenging. Undaunted, Gorou continues to put the weight of his dreams into every pitch he makes, and forges a path towards his desired future through high-speed pitching.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/5/75220.jpg,https://myanimelist.net/anime/11917/Major__World_Series/pics
Fate/Zero,https://myanimelist.net/anime/10087/Fate_Zero,"With the promise of granting any wish, the omnipotent Holy Grail triggered three wars in the past, each too cruel and fierce to leave a victor. In spite of that, the wealthy Einzbern family is confident that the Fourth Holy Grail War will be different; namely, with a vessel of the Holy Grail now in their grasp. Solely for this reason, the much hated ""Magus Killer"" Kiritsugu Emiya is hired by the Einzberns, with marriage to their only daughter Irisviel as binding contract.
Kiritsugu now stands at the center of a cutthroat game of survival, facing off against six other participants, each armed with an ancient familiar, and fueled by unique desires and ideals. Accompanied by his own familiar, Saber, the notorious mercenary soon finds his greatest opponent in Kirei Kotomine, a priest who seeks salvation from the emptiness within himself in pursuit of Kiritsugu.
Based on the light novel written by Gen Urobuchi, Fate/Zero depicts the events of the Fourth Holy Grail War—10 years prior to Fate/stay night. Witness a battle royale in which no one is guaranteed to survive.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/73249.jpg,https://myanimelist.net/anime/10087/Fate_Zero/pics
Quanzhi Gaoshou Specials,https://myanimelist.net/anime/37078/Quanzhi_Gaoshou_Specials,"The All-Star Tournament is a three-day event that allows e-sports participants from various professional clubs to display their skills, while also giving casual Glory players the chance to interact with pros in the flesh.
Retired top-tier Glory player Ye Xiu agrees to watch the tournament together with Tang Rou and Chen Guo after the latter manages to get ahold of three tickets. It is a strange sensation for Ye Xiu, as unlike previous occasions, this time he attends the tournament as a spectator, not a participant. However, despite his attempts to keep a low profile, events in the All-Star Tournament may force the former Glory legend back into the limelight.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1825/91514.jpg,https://myanimelist.net/anime/37078/Quanzhi_Gaoshou_Specials/pics
Shingeki no Kyojin: Kuinaki Sentaku,https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku,"Many years before becoming the famed captain of the Survey Corps, a young Levi struggles to survive in the capital's garbage dump, the Underground. As the boss of his own criminal operation, Levi attempts to get by with meager earnings while aided by fellow criminals, Isabel Magnolia and Farlan Church. With little hope for the future, Levi accepts a deal from the anti-expedition faction leader Nicholas Lobov, who promises the trio citizenship aboveground if they are able to successfully assassinate Erwin Smith, a squad leader of the Survey Corps.
As Levi and Erwin cross paths, Erwin acknowledges Levi's agility and skill and gives him the option to either become part of the expedition team, or be turned over to the Military Police, to atone for his crimes. Now closer to the man they are tasked to kill, the group plans to complete their mission and save themselves from a grim demise in the dim recesses of their past home. However, they are about to learn that the surface world is not as liberating as they had thought and that sometimes, freedom can come at a heavy price.
Based on the popular spin-off manga of the same name, Shingeki no Kyojin: Kuinaki Sentaku illustrates the encounter between two of Shingeki no Kyojin's pivotal characters, as well as the events of the 23rd expedition beyond the walls.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/8/69497.jpg,https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku/pics
Steins;Gate: Oukoubakko no Poriomania,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania,"A few months after the events of Steins;Gate, Rintarou Okabe and his group of friends are invited to tag along with their acquaintance Faris NyanNyan, who is participating in a Rai-Net battle event in the United States. There, they meet up with an old colleague: Kurisu Makise, who has been recalling fragmented memories of events that happened in the other world lines in the form of dreams. She confronts Okabe, questioning him as to whether these events—particularly the incidents between the two of them—did indeed happen.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/7/36531.jpg,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania/pics
One Outs,https://myanimelist.net/anime/5040/One_Outs,"Toua Tokuchi is an athlete by profession, but a reckless gambler at heart. On the streets of Okinawa, he uses nothing but his wits and a ""fastball"" peaking at a mere 134 kmph to somehow achieve 499 wins in the game of ""One Outs,"" a simplified version of baseball between the pitcher and one batter. Amazed by Toua's unique prowess on the mound, veteran slugger Hiromichi Kojima artfully scouts the pitcher for his long unsuccessful team, the Saikyou Saitama Lycaons. Kojima desperately hopes Toua will lead them to the championship; however, Tsuneo Saikawa, the mercenary owner of the Lycaons, sees the vastly talented pitcher as a threat to the income generated by the team. Rising to the challenge of swaying the owner, Toua suggests a one-of-a-kind ""One Outs"" contract: every out Toua pitches will earn him five million yen, but with every run he gives up, he will lose fifty million yen.
Adapted from the manga by Shinobu Kaitani of Liar Game fame, One Outs documents the intense psychological battles between Toua and those around him. With millions of yen at stake, can a pitcher who has done nothing but gamble in a head-to-head imitation of baseball finally lead a real baseball team to victory?
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/13/22669.jpg,https://myanimelist.net/anime/5040/One_Outs/pics
Shelter,https://myanimelist.net/anime/34240/Shelter,"Day 2539: Rin wakes up alone again with blurred memories and still no contact from any other human. She's not bored, however, because in her arms lies a tablet capable of creating any world her heart desires. Day after day, Rin crafts a wonderful reality—one utopia at a time—to shelter her from loneliness, hoping to one day reveal the truth behind her very existence.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/5/82388.jpg,https://myanimelist.net/anime/34240/Shelter/pics
Bakemonogatari,https://myanimelist.net/anime/5081/Bakemonogatari,"Koyomi Araragi, a third-year high school student, manages to survive a vampire attack with the help of Meme Oshino, a strange man residing in an abandoned building. Though being saved from vampirism and now a human again, several side effects such as superhuman healing abilities and enhanced vision still remain. Regardless, Araragi tries to live the life of a normal student, with the help of his friend and the class president, Tsubasa Hanekawa.
When fellow classmate Hitagi Senjougahara falls down the stairs and is caught by Araragi, the boy realizes that the girl is unnaturally weightless. Despite Senjougahara's protests, Araragi insists he help her, deciding to enlist the aid of Oshino, the very man who had once helped him with his own predicament.
Through several tales involving demons and gods, Bakemonogatari follows Araragi as he attempts to help those who suffer from supernatural maladies.
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/11/75274.jpg,https://myanimelist.net/anime/5081/Bakemonogatari/pics
Diamond no Ace: Second Season,https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season,"After the National Tournament, the Seidou High baseball team moves forward with uncertainty as the Fall season quickly approaches. In an attempt to build a stronger team centered around their new captain, fresh faces join the starting roster for the very first time. Previous losses weigh heavily on the minds of the veteran players as they continue their rigorous training, preparing for what will inevitably be their toughest season yet.
Rivals both new and old stand in their path as Seidou once again climbs their way toward the top, one game at a time. Needed now more than ever before, Furuya and Eijun must be determined to pitch with all their skill and strength in order to lead their team to victory. And this time, one of these young pitchers may finally claim that coveted title: ""The Ace of Seidou.""
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/9/74398.jpg,https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season/pics
